test_id,failure_date,module,device,os_version,severity,error_type,resolved
T0598,2025-02-26,CustomerSupport,Samsung A54,Android 14,MEDIUM,ValueError,1
T0126,2025-02-12,Account,Samsung A34,Android 13,MEDIUM,ValueError,0
T0425,2025-11-21,Account,Pixel 7,Android 14,MEDIUM,ValueError,0
T0356,2025-06-28,Profile,Pixel 8,Android 15,MEDIUM,AssertionError,1
T0583,2025-05-26,Dashboard,iPhone 14,iOS 17,MEDIUM,NullPointerException,1
T0925,2025-10-05,Profile,Pixel 8,Android 15,LOW,NullPointerException,0
T0408,2025-02-25,Dashboard,Pixel 8,Android 15,LOW,AuthError,1
T0147,2025-12-27,Dashboard,iPhone 12,iOS 17,MEDIUM,NetworkError,0
T0706,2025-10-20,Account,iPhone 14,iOS 17,LOW,NetworkError,1
T0676,2025-05-08,DeviceSecurity,Pixel 7,Android 14,MEDIUM,AssertionError,1
T0123,2025-03-03,Notification,Pixel 7,Android 14,MEDIUM,NullPointerException,0
T0873,2025-06-26,DeviceSecurity,Pixel 8,Android 15,LOW,AssertionError,1
T0040,2025-10-26,DeviceSecurity,iPhone 12,iOS 17,LOW,AuthError,1
T0861,2025-07-04,DeviceSecurity,Samsung A54,Android 14,MEDIUM,NullPointerException,0
T0650,2025-06-28,Dashboard,Samsung S24,Android 15,LOW,AssertionError,0
T0962,2025-03-02,CustomerSupport,iPhone 15,iOS 18,LOW,ValueError,1
T0972,2025-07-19,Biometrics,iPhone 12,iOS 17,MEDIUM,NetworkError,1
T0032,2025-01-21,Account,Pixel 7,Android 14,LOW,AuthError,1
T0172,2025-11-23,Biometrics,iPhone 15,iOS 18,MEDIUM,TimeoutError,1
T0677,2025-08-18,DeviceSecurity,Pixel 8,Android 15,LOW,NullPointerException,1
T0313,2025-06-03,Biometrics,Samsung A34,Android 13,MEDIUM,NullPointerException,1
T0886,2025-02-09,Notification,iPhone 14,iOS 17,MEDIUM,AssertionError,0
T0216,2025-12-21,Notification,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0316,2025-01-26,CustomerSupport,iPhone 15,iOS 18,LOW,AssertionError,0
T0820,2025-07-11,Biometrics,Samsung A34,Android 13,LOW,AuthError,1
T0953,2025-02-14,Dashboard,iPhone 14,iOS 17,LOW,TimeoutError,1
T0427,2025-11-21,Biometrics,iPhone 14,iOS 17,LOW,AssertionError,1
T0396,2025-07-22,Notification,Pixel 7,Android 14,MEDIUM,ValueError,1
T0466,2025-04-21,Account,Samsung S24,Android 15,LOW,AssertionError,1
T0719,2025-03-28,Profile,Samsung A34,Android 13,LOW,AuthError,0
T0791,2025-08-09,Profile,iPhone 12,iOS 17,LOW,AssertionError,0
T0534,2025-09-29,DeviceSecurity,Samsung A34,Android 13,MEDIUM,NullPointerException,1
T0161,2025-06-07,Notification,iPhone 15,iOS 18,MEDIUM,NullPointerException,1
T0073,2025-02-15,Account,Samsung S24,Android 15,MEDIUM,ValueError,0
T0171,2025-05-30,Dashboard,Samsung S24,Android 15,MEDIUM,AuthError,1
T0404,2025-10-03,Notification,Pixel 8,Android 15,MEDIUM,ValueError,0
T0408,2025-09-13,Dashboard,Pixel 8,Android 15,LOW,AssertionError,0
T0943,2025-11-23,DeviceSecurity,iPhone 12,iOS 17,LOW,AuthError,0
T0756,2025-03-16,Biometrics,Samsung A34,Android 13,LOW,NullPointerException,1
T0649,2025-05-20,Biometrics,iPhone 12,iOS 17,LOW,AuthError,0
T0937,2025-12-25,CustomerSupport,Pixel 7,Android 14,MEDIUM,TimeoutError,0
T0122,2025-12-11,CustomerSupport,Samsung S24,Android 15,MEDIUM,NetworkError,1
T0492,2025-05-26,Profile,Samsung A34,Android 13,MEDIUM,AuthError,1
T0735,2025-11-09,Dashboard,iPhone 12,iOS 17,LOW,TimeoutError,0
T0435,2025-01-27,Biometrics,iPhone 14,iOS 17,MEDIUM,TimeoutError,0
T0495,2025-10-28,Dashboard,Samsung A34,Android 13,LOW,AssertionError,1
T0172,2025-01-15,Biometrics,iPhone 15,iOS 18,MEDIUM,ValueError,1
T0495,2025-07-15,Dashboard,Samsung A34,Android 13,MEDIUM,TimeoutError,1
T0717,2025-03-30,Notification,Pixel 8,Android 15,LOW,NetworkError,1
T0783,2025-09-08,Account,iPhone 12,iOS 17,LOW,TimeoutError,0
T0230,2025-03-31,Biometrics,Samsung A54,Android 14,LOW,NetworkError,1
T0073,2025-02-20,Account,Samsung S24,Android 15,LOW,TimeoutError,0
T0736,2025-03-11,Account,iPhone 14,iOS 17,MEDIUM,AssertionError,0
T0561,2025-08-18,Profile,Samsung S24,Android 15,MEDIUM,NullPointerException,1
T0415,2025-06-22,Notification,iPhone 15,iOS 18,LOW,NetworkError,1
T0428,2025-04-04,Notification,iPhone 12,iOS 17,MEDIUM,AssertionError,0
T0205,2025-11-05,CustomerSupport,Pixel 7,Android 14,MEDIUM,TimeoutError,0
T0001,2025-03-28,Account,Pixel 8,Android 15,LOW,NetworkError,0
T0512,2025-01-17,DeviceSecurity,iPhone 14,iOS 17,MEDIUM,NullPointerException,1
T0699,2025-01-20,Dashboard,iPhone 12,iOS 17,MEDIUM,NullPointerException,1
T0008,2025-05-18,Notification,iPhone 14,iOS 17,LOW,NetworkError,1
T0832,2025-12-10,Account,iPhone 14,iOS 17,MEDIUM,AuthError,0
T0449,2025-09-08,Biometrics,iPhone 14,iOS 17,MEDIUM,NetworkError,1
T0193,2025-03-06,Biometrics,Samsung A54,Android 14,LOW,AuthError,1
T0316,2025-02-03,CustomerSupport,iPhone 15,iOS 18,MEDIUM,TimeoutError,1
T0305,2025-07-25,Account,iPhone 15,iOS 18,LOW,NullPointerException,1
T0435,2025-11-15,Biometrics,iPhone 14,iOS 17,LOW,NullPointerException,1
T0191,2025-04-09,Biometrics,Pixel 7,Android 14,MEDIUM,TimeoutError,1
T0471,2025-09-30,DeviceSecurity,iPhone 12,iOS 17,LOW,NullPointerException,1
T0607,2025-02-01,Biometrics,iPhone 15,iOS 18,LOW,NetworkError,0
T0566,2025-02-24,Dashboard,Pixel 7,Android 14,LOW,TimeoutError,0
T0613,2025-12-03,Profile,Pixel 8,Android 15,LOW,NullPointerException,1
T0866,2025-03-07,Biometrics,iPhone 14,iOS 17,LOW,NullPointerException,1
T0418,2025-07-01,Biometrics,iPhone 15,iOS 18,MEDIUM,ValueError,1
T0649,2025-07-28,Biometrics,iPhone 12,iOS 17,LOW,AuthError,1
T0106,2025-01-24,Notification,Samsung S24,Android 15,LOW,ValueError,1
T0309,2025-05-30,DeviceSecurity,Pixel 8,Android 15,LOW,TimeoutError,0
T0703,2025-06-14,DeviceSecurity,Samsung S24,Android 15,MEDIUM,NullPointerException,0
T0597,2025-01-01,Dashboard,iPhone 12,iOS 17,LOW,NetworkError,0
T0228,2025-10-16,CustomerSupport,Samsung A34,Android 13,LOW,AssertionError,0
T0340,2025-02-05,Notification,iPhone 14,iOS 17,MEDIUM,AuthError,0
T0172,2025-04-10,Biometrics,iPhone 15,iOS 18,LOW,AuthError,0
T0711,2025-06-12,DeviceSecurity,iPhone 14,iOS 17,LOW,AuthError,0
T0427,2025-06-01,Biometrics,iPhone 14,iOS 17,MEDIUM,ValueError,1
T0167,2025-12-13,Account,Pixel 7,Android 14,MEDIUM,AuthError,1
T0069,2025-06-17,Notification,iPhone 15,iOS 18,LOW,NullPointerException,1
T0592,2025-01-11,Dashboard,Pixel 8,Android 15,LOW,ValueError,0
T0740,2025-11-16,Dashboard,iPhone 14,iOS 17,MEDIUM,NetworkError,1
T0887,2025-12-08,Dashboard,Samsung A54,Android 14,LOW,NullPointerException,1
T0445,2025-12-22,Profile,Samsung A54,Android 14,MEDIUM,NullPointerException,0
T0702,2025-09-07,DeviceSecurity,Samsung S24,Android 15,MEDIUM,NullPointerException,0
T0861,2025-08-24,DeviceSecurity,Samsung A54,Android 14,MEDIUM,ValueError,1
T0216,2025-08-01,Notification,Pixel 8,Android 15,MEDIUM,AssertionError,0
T0717,2025-08-25,Notification,Pixel 8,Android 15,MEDIUM,TimeoutError,0
T0186,2025-07-19,Dashboard,Pixel 8,Android 15,MEDIUM,ValueError,0
T0147,2025-03-19,Dashboard,iPhone 12,iOS 17,LOW,AssertionError,0
T0041,2025-11-18,Profile,Samsung A54,Android 14,LOW,ValueError,1
T0263,2025-09-15,Notification,iPhone 12,iOS 17,MEDIUM,AuthError,1
T0220,2025-12-29,Notification,Pixel 8,Android 15,LOW,ValueError,1
T0561,2025-10-27,Profile,Samsung S24,Android 15,LOW,ValueError,0
T0958,2025-05-29,Account,iPhone 14,iOS 17,LOW,AuthError,0
T0404,2025-10-21,Notification,Pixel 8,Android 15,LOW,AssertionError,1
T0730,2025-11-14,CustomerSupport,Samsung A54,Android 14,LOW,TimeoutError,0
T0661,2025-03-26,Profile,Pixel 7,Android 14,MEDIUM,AssertionError,0
T0944,2025-10-30,DeviceSecurity,iPhone 12,iOS 17,LOW,NetworkError,0
T0305,2025-05-11,Account,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0095,2025-09-03,Profile,Pixel 8,Android 15,LOW,AssertionError,0
T0269,2025-07-31,Dashboard,iPhone 15,iOS 18,MEDIUM,NetworkError,0
T0368,2025-09-24,Profile,Samsung A34,Android 13,MEDIUM,AuthError,0
T0831,2025-12-06,CustomerSupport,iPhone 15,iOS 18,MEDIUM,AuthError,1
T0628,2025-11-14,DeviceSecurity,iPhone 15,iOS 18,MEDIUM,AuthError,0
T0088,2025-10-27,Account,Pixel 7,Android 14,MEDIUM,TimeoutError,0
T0147,2025-10-01,Dashboard,iPhone 12,iOS 17,LOW,AssertionError,1
T0740,2025-03-24,Dashboard,iPhone 14,iOS 17,MEDIUM,NullPointerException,1
T0248,2025-10-13,Dashboard,iPhone 12,iOS 17,LOW,TimeoutError,1
T0869,2025-02-10,Biometrics,Pixel 8,Android 15,LOW,NullPointerException,0
T0147,2025-06-17,Dashboard,iPhone 12,iOS 17,LOW,AuthError,0
T0506,2025-06-28,Dashboard,iPhone 14,iOS 17,MEDIUM,AssertionError,1
T0353,2025-06-06,Dashboard,Samsung S24,Android 15,MEDIUM,ValueError,0
T0653,2025-12-17,Notification,Pixel 8,Android 15,LOW,AssertionError,0
T0864,2025-12-15,Biometrics,Pixel 7,Android 14,MEDIUM,AssertionError,0
T0547,2025-12-29,Notification,Pixel 8,Android 15,LOW,NetworkError,1
T0722,2025-01-21,CustomerSupport,iPhone 14,iOS 17,LOW,AssertionError,1
T0929,2025-08-17,DeviceSecurity,Pixel 7,Android 14,LOW,ValueError,0
T0161,2025-08-28,Notification,iPhone 15,iOS 18,LOW,TimeoutError,0
T0218,2025-07-10,Biometrics,iPhone 15,iOS 18,LOW,NullPointerException,1
T0173,2025-05-30,Account,Samsung A54,Android 14,MEDIUM,AssertionError,1
T0797,2025-09-10,Account,Samsung A34,Android 13,LOW,NullPointerException,0
T0210,2025-10-20,Biometrics,Samsung A54,Android 14,MEDIUM,NullPointerException,1
T0730,2025-05-02,CustomerSupport,Samsung A54,Android 14,MEDIUM,ValueError,1
T0957,2025-06-17,Notification,iPhone 15,iOS 18,LOW,AuthError,1
T0751,2025-03-14,Biometrics,iPhone 14,iOS 17,MEDIUM,AssertionError,1
T0242,2025-03-08,Account,Samsung A34,Android 13,MEDIUM,ValueError,1
T0012,2025-10-01,DeviceSecurity,Pixel 8,Android 15,MEDIUM,AuthError,1
T0311,2025-12-18,Dashboard,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0832,2025-04-09,Account,iPhone 14,iOS 17,LOW,NullPointerException,1
T0356,2025-06-30,Profile,Pixel 8,Android 15,MEDIUM,ValueError,1
T0663,2025-07-05,CustomerSupport,Samsung S24,Android 15,MEDIUM,ValueError,1
T0582,2025-02-15,Account,Samsung A34,Android 13,LOW,AssertionError,0
T0195,2025-11-12,CustomerSupport,Samsung S24,Android 15,MEDIUM,NullPointerException,1
T0629,2025-01-12,DeviceSecurity,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0985,2025-01-03,Dashboard,Samsung A54,Android 14,MEDIUM,AuthError,1
T0368,2025-01-15,Profile,Samsung A34,Android 13,LOW,AuthError,0
T0027,2025-01-15,Dashboard,Samsung S24,Android 15,LOW,AssertionError,0
T0152,2025-09-10,Account,iPhone 14,iOS 17,MEDIUM,NetworkError,0
T1000,2025-01-18,Account,Samsung A34,Android 13,LOW,AssertionError,0
T0778,2025-04-28,DeviceSecurity,iPhone 15,iOS 18,MEDIUM,NetworkError,0
T0476,2025-08-15,CustomerSupport,Pixel 7,Android 14,LOW,AssertionError,0
T0811,2025-04-01,Account,iPhone 14,iOS 17,LOW,AssertionError,1
T0193,2025-05-20,Biometrics,Samsung A54,Android 14,LOW,AssertionError,1
T0984,2025-10-31,Dashboard,Samsung A34,Android 13,MEDIUM,ValueError,0
T0013,2025-07-28,Biometrics,Samsung A54,Android 14,MEDIUM,NullPointerException,1
T0544,2025-07-30,Account,Samsung S24,Android 15,LOW,AssertionError,1
T0193,2025-11-13,Biometrics,Samsung A54,Android 14,LOW,TimeoutError,0
T0662,2025-03-01,Notification,Samsung S24,Android 15,MEDIUM,ValueError,0
T0735,2025-07-10,Dashboard,iPhone 12,iOS 17,MEDIUM,TimeoutError,0
T0248,2025-07-20,Dashboard,iPhone 12,iOS 17,LOW,TimeoutError,1
T0323,2025-09-20,Notification,iPhone 12,iOS 17,MEDIUM,AuthError,1
T0476,2025-12-16,CustomerSupport,Pixel 7,Android 14,LOW,ValueError,1
T0629,2025-12-17,DeviceSecurity,Pixel 8,Android 15,MEDIUM,NetworkError,1
T0535,2025-10-15,Account,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0673,2025-01-24,Profile,Samsung A54,Android 14,MEDIUM,AuthError,1
T0940,2025-01-27,DeviceSecurity,iPhone 14,iOS 17,LOW,ValueError,1
T0167,2025-07-25,Account,Pixel 7,Android 14,MEDIUM,NetworkError,0
T0353,2025-02-17,Dashboard,Samsung S24,Android 15,LOW,ValueError,1
T0161,2025-01-20,Notification,iPhone 15,iOS 18,MEDIUM,TimeoutError,0
T0167,2025-10-02,Account,Pixel 7,Android 14,LOW,ValueError,1
T0459,2025-06-21,Dashboard,iPhone 12,iOS 17,LOW,ValueError,1
T0108,2025-07-22,CustomerSupport,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0180,2025-06-16,CustomerSupport,iPhone 15,iOS 18,LOW,ValueError,1
T0036,2025-09-14,Dashboard,Samsung A34,Android 13,MEDIUM,AssertionError,1
T0835,2025-05-31,Dashboard,iPhone 15,iOS 18,LOW,TimeoutError,0
T0435,2025-06-12,Biometrics,iPhone 14,iOS 17,LOW,ValueError,1
T0722,2025-12-12,CustomerSupport,iPhone 14,iOS 17,MEDIUM,NetworkError,0
T0503,2025-10-14,Profile,Pixel 7,Android 14,MEDIUM,ValueError,0
T0685,2025-05-27,Account,Samsung S24,Android 15,LOW,NullPointerException,1
T0176,2025-06-26,DeviceSecurity,Samsung S24,Android 15,LOW,TimeoutError,1
T0731,2025-05-21,Biometrics,Samsung A34,Android 13,LOW,AssertionError,1
T0822,2025-07-01,Notification,Pixel 8,Android 15,MEDIUM,AuthError,1
T0248,2025-03-06,Dashboard,iPhone 12,iOS 17,MEDIUM,AssertionError,0
T0660,2025-03-29,Biometrics,Pixel 7,Android 14,MEDIUM,TimeoutError,0
T0643,2025-12-09,Notification,Samsung S24,Android 15,MEDIUM,NullPointerException,0
T0073,2025-04-17,Account,Samsung S24,Android 15,LOW,NetworkError,1
T0598,2025-04-15,CustomerSupport,Samsung A54,Android 14,MEDIUM,ValueError,1
T0236,2025-10-06,Account,Samsung A34,Android 13,LOW,NetworkError,1
T0520,2025-07-03,Profile,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0073,2025-09-14,Account,Samsung S24,Android 15,LOW,TimeoutError,0
T0194,2025-06-28,Biometrics,iPhone 15,iOS 18,LOW,ValueError,1
T0186,2025-12-12,Dashboard,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0147,2025-11-30,Dashboard,iPhone 12,iOS 17,LOW,AssertionError,1
T0323,2025-12-23,Notification,iPhone 12,iOS 17,LOW,NetworkError,1
T0480,2025-12-30,CustomerSupport,iPhone 12,iOS 17,MEDIUM,TimeoutError,0
T0774,2025-10-17,Profile,Pixel 7,Android 14,MEDIUM,AuthError,0
T0810,2025-07-04,Dashboard,iPhone 15,iOS 18,MEDIUM,ValueError,1
T0731,2025-06-15,Biometrics,Samsung A34,Android 13,LOW,NullPointerException,0
T0311,2025-08-14,Dashboard,Pixel 8,Android 15,MEDIUM,AssertionError,1
T0136,2025-08-17,CustomerSupport,Samsung A34,Android 13,MEDIUM,AuthError,0
T0927,2025-06-18,Profile,Samsung S24,Android 15,MEDIUM,TimeoutError,1
T0936,2025-05-28,Notification,iPhone 15,iOS 18,LOW,AuthError,1
T0435,2025-01-25,Biometrics,iPhone 14,iOS 17,MEDIUM,AuthError,1
T0404,2025-10-15,Notification,Pixel 8,Android 15,LOW,NetworkError,0
T0281,2025-02-02,DeviceSecurity,Samsung A54,Android 14,LOW,ValueError,0
T0171,2025-07-25,Dashboard,Samsung S24,Android 15,LOW,AssertionError,1
T0040,2025-07-31,DeviceSecurity,iPhone 12,iOS 17,LOW,TimeoutError,1
T0101,2025-07-18,Dashboard,Pixel 8,Android 15,MEDIUM,AuthError,0
T0362,2025-08-08,Biometrics,iPhone 15,iOS 18,LOW,NullPointerException,1
T0893,2025-12-12,DeviceSecurity,Samsung A54,Android 14,MEDIUM,TimeoutError,0
T0631,2025-07-19,DeviceSecurity,Samsung A34,Android 13,LOW,AssertionError,1
T0688,2025-01-19,CustomerSupport,Pixel 7,Android 14,LOW,TimeoutError,0
T0398,2025-07-18,CustomerSupport,Pixel 8,Android 15,MEDIUM,AuthError,1
T0613,2025-11-05,Profile,Pixel 8,Android 15,MEDIUM,TimeoutError,0
T0988,2025-03-30,Biometrics,Samsung S24,Android 15,MEDIUM,ValueError,1
T0008,2025-05-06,Notification,iPhone 14,iOS 17,MEDIUM,NullPointerException,1
T0988,2025-12-25,Biometrics,Samsung S24,Android 15,LOW,TimeoutError,1
T0842,2025-06-21,Biometrics,Pixel 8,Android 15,MEDIUM,TimeoutError,1
T0912,2025-07-30,Biometrics,Pixel 7,Android 14,MEDIUM,TimeoutError,1
T0944,2025-04-04,DeviceSecurity,iPhone 12,iOS 17,LOW,NullPointerException,0
T0106,2025-05-06,Notification,Samsung S24,Android 15,MEDIUM,AuthError,1
T0718,2025-09-02,Notification,Samsung S24,Android 15,MEDIUM,NullPointerException,0
T0896,2025-09-21,Account,iPhone 15,iOS 18,LOW,NetworkError,0
T0510,2025-06-26,Account,Pixel 7,Android 14,MEDIUM,TimeoutError,0
T0774,2025-11-05,Profile,Pixel 7,Android 14,LOW,NetworkError,1
T0573,2025-09-20,Dashboard,iPhone 15,iOS 18,MEDIUM,NetworkError,0
T0407,2025-05-23,DeviceSecurity,Pixel 7,Android 14,MEDIUM,AuthError,0
T0899,2025-04-10,DeviceSecurity,Samsung S24,Android 15,LOW,TimeoutError,1
T0368,2025-04-30,Profile,Samsung A34,Android 13,MEDIUM,NullPointerException,1
T0700,2025-10-08,Notification,Pixel 8,Android 15,MEDIUM,NetworkError,1
T0985,2025-11-17,Dashboard,Samsung A54,Android 14,MEDIUM,NullPointerException,1
T0621,2025-12-26,Biometrics,Samsung A34,Android 13,MEDIUM,ValueError,0
T0520,2025-09-06,Profile,Pixel 8,Android 15,MEDIUM,TimeoutError,0
T0614,2025-09-01,Profile,iPhone 12,iOS 17,MEDIUM,AuthError,0
T0074,2025-10-29,Notification,Samsung A34,Android 13,MEDIUM,NullPointerException,0
T0128,2025-09-06,Account,Samsung A34,Android 13,MEDIUM,NullPointerException,0
T0900,2025-12-15,Profile,iPhone 15,iOS 18,LOW,NullPointerException,1
T0340,2026-01-01,Notification,iPhone 14,iOS 17,LOW,AuthError,0
T0427,2025-04-24,Biometrics,iPhone 14,iOS 17,LOW,NetworkError,0
T0642,2025-05-01,Dashboard,iPhone 14,iOS 17,MEDIUM,ValueError,1
T0122,2025-03-16,CustomerSupport,Samsung S24,Android 15,MEDIUM,TimeoutError,0
T0654,2025-12-14,Account,iPhone 12,iOS 17,MEDIUM,ValueError,0
T0629,2025-05-07,DeviceSecurity,Pixel 8,Android 15,LOW,AuthError,1
T0561,2025-05-22,Profile,Samsung S24,Android 15,LOW,TimeoutError,1
T0512,2025-11-23,DeviceSecurity,iPhone 14,iOS 17,MEDIUM,TimeoutError,1
T0078,2025-02-20,CustomerSupport,Pixel 8,Android 15,MEDIUM,NullPointerException,1
T0950,2025-05-02,Account,Samsung A34,Android 13,LOW,ValueError,1
T0004,2025-02-06,Account,Samsung S24,Android 15,LOW,NullPointerException,0
T0417,2025-03-12,Profile,iPhone 15,iOS 18,MEDIUM,AuthError,1
T0584,2025-05-06,Notification,Pixel 7,Android 14,LOW,NullPointerException,0
T0173,2025-09-05,Account,Samsung A54,Android 14,LOW,NullPointerException,1
T0121,2025-03-24,Account,Samsung A54,Android 14,LOW,ValueError,1
T0735,2025-09-22,Dashboard,iPhone 12,iOS 17,MEDIUM,ValueError,0
T0563,2025-08-05,CustomerSupport,iPhone 15,iOS 18,LOW,ValueError,1
T0961,2025-12-05,Profile,iPhone 12,iOS 17,MEDIUM,ValueError,0
T0273,2025-11-03,Notification,Samsung S24,Android 15,LOW,AuthError,0
T0315,2025-05-14,Profile,iPhone 12,iOS 17,MEDIUM,NetworkError,1
T0755,2025-09-16,Dashboard,Pixel 8,Android 15,MEDIUM,AuthError,0
T0937,2025-10-01,CustomerSupport,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0651,2025-07-01,Dashboard,Samsung A34,Android 13,MEDIUM,TimeoutError,0
T0118,2025-11-26,Profile,Samsung A34,Android 13,LOW,ValueError,1
T0020,2025-11-24,Dashboard,Pixel 7,Android 14,MEDIUM,ValueError,0
T0728,2025-01-16,Dashboard,Samsung A34,Android 13,LOW,AuthError,0
T0159,2025-10-28,Dashboard,iPhone 14,iOS 17,MEDIUM,ValueError,1
T0844,2025-10-15,Account,Pixel 8,Android 15,LOW,NetworkError,0
T0953,2025-11-08,Dashboard,iPhone 14,iOS 17,LOW,AssertionError,0
T0974,2025-10-26,Profile,iPhone 12,iOS 17,MEDIUM,NullPointerException,0
T0380,2025-10-20,Notification,iPhone 12,iOS 17,MEDIUM,NetworkError,0
T0167,2025-08-08,Account,Pixel 7,Android 14,LOW,TimeoutError,1
T0082,2025-09-21,Dashboard,iPhone 12,iOS 17,MEDIUM,ValueError,1
T0547,2025-12-19,Notification,Pixel 8,Android 15,LOW,NetworkError,1
T0985,2025-11-13,Dashboard,Samsung A54,Android 14,LOW,NetworkError,1
T0614,2025-09-04,Profile,iPhone 12,iOS 17,MEDIUM,AssertionError,0
T0937,2025-02-22,CustomerSupport,Pixel 7,Android 14,MEDIUM,ValueError,1
T0512,2025-01-02,DeviceSecurity,iPhone 14,iOS 17,MEDIUM,NullPointerException,0
T0699,2025-04-10,Dashboard,iPhone 12,iOS 17,LOW,NetworkError,1
T0250,2025-02-13,DeviceSecurity,Samsung A34,Android 13,MEDIUM,AuthError,1
T0415,2025-07-18,Notification,iPhone 15,iOS 18,LOW,ValueError,1
T0705,2025-10-11,Biometrics,Samsung S24,Android 15,MEDIUM,ValueError,0
T0551,2025-04-02,Biometrics,iPhone 12,iOS 17,LOW,TimeoutError,1
T0445,2025-06-28,Profile,Samsung A54,Android 14,LOW,NetworkError,1
T0411,2025-11-22,CustomerSupport,Samsung S24,Android 15,MEDIUM,AssertionError,1
T0527,2025-08-12,Profile,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0237,2025-09-22,Account,Samsung A34,Android 13,MEDIUM,TimeoutError,0
T0492,2025-10-31,Profile,Samsung A34,Android 13,MEDIUM,TimeoutError,0
T0653,2025-10-20,Notification,Pixel 8,Android 15,MEDIUM,NullPointerException,1
T0808,2025-01-27,Account,iPhone 12,iOS 17,MEDIUM,NetworkError,0
T0535,2025-10-17,Account,Pixel 7,Android 14,LOW,ValueError,1
T0789,2025-02-06,Dashboard,iPhone 14,iOS 17,LOW,NetworkError,0
T0353,2025-03-12,Dashboard,Samsung S24,Android 15,LOW,TimeoutError,0
T0668,2025-04-10,CustomerSupport,iPhone 15,iOS 18,MEDIUM,TimeoutError,1
T0128,2025-09-13,Account,Samsung A34,Android 13,LOW,NullPointerException,0
T0249,2025-04-09,Biometrics,Samsung A54,Android 14,LOW,AssertionError,0
T0307,2025-12-15,Dashboard,Samsung A54,Android 14,LOW,ValueError,1
T0241,2025-03-12,Account,Samsung A34,Android 13,MEDIUM,NetworkError,0
T0775,2025-02-05,Notification,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0938,2025-03-06,CustomerSupport,Samsung A54,Android 14,MEDIUM,TimeoutError,0
T0411,2025-03-27,CustomerSupport,Samsung S24,Android 15,MEDIUM,AssertionError,0
T0292,2025-09-20,Profile,Samsung A34,Android 13,LOW,TimeoutError,0
T0003,2025-10-30,Account,iPhone 15,iOS 18,LOW,AuthError,0
T0715,2025-06-17,DeviceSecurity,iPhone 15,iOS 18,MEDIUM,NullPointerException,0
T0687,2025-09-19,Notification,Samsung S24,Android 15,LOW,AuthError,0
T0093,2025-11-26,Dashboard,iPhone 12,iOS 17,LOW,NetworkError,1
T0808,2025-11-29,Account,iPhone 12,iOS 17,LOW,TimeoutError,1
T0962,2025-12-28,CustomerSupport,iPhone 15,iOS 18,MEDIUM,TimeoutError,0
T0636,2025-07-12,Notification,iPhone 12,iOS 17,MEDIUM,NullPointerException,1
T0250,2025-02-08,DeviceSecurity,Samsung A34,Android 13,LOW,NetworkError,0
T0534,2025-12-08,DeviceSecurity,Samsung A34,Android 13,MEDIUM,AuthError,0
T0411,2025-03-17,CustomerSupport,Samsung S24,Android 15,MEDIUM,ValueError,0
T0212,2025-08-01,DeviceSecurity,Samsung A34,Android 13,MEDIUM,NetworkError,1
T0559,2025-11-04,Account,Samsung A34,Android 13,MEDIUM,ValueError,0
T0873,2025-08-20,DeviceSecurity,Pixel 8,Android 15,MEDIUM,AuthError,0
T0650,2025-03-07,Dashboard,Samsung S24,Android 15,MEDIUM,NullPointerException,1
T0835,2025-08-31,Dashboard,iPhone 15,iOS 18,LOW,ValueError,1
T0152,2025-11-16,Account,iPhone 14,iOS 17,MEDIUM,TimeoutError,0
T0380,2025-08-27,Notification,iPhone 12,iOS 17,MEDIUM,TimeoutError,1
T0937,2025-03-06,CustomerSupport,Pixel 7,Android 14,LOW,AssertionError,1
T0503,2025-10-07,Profile,Pixel 7,Android 14,MEDIUM,ValueError,1
T0676,2025-06-09,DeviceSecurity,Pixel 7,Android 14,MEDIUM,AssertionError,1
T0609,2025-05-31,CustomerSupport,Pixel 8,Android 15,LOW,NullPointerException,0
T0467,2025-12-26,Account,Samsung A54,Android 14,LOW,AssertionError,1
T0340,2025-03-10,Notification,iPhone 14,iOS 17,LOW,AssertionError,0
T0404,2025-11-15,Notification,Pixel 8,Android 15,MEDIUM,AuthError,1
T0228,2025-03-10,CustomerSupport,Samsung A34,Android 13,MEDIUM,NetworkError,0
T0290,2025-09-11,CustomerSupport,iPhone 15,iOS 18,LOW,TimeoutError,1
T0281,2025-10-28,DeviceSecurity,Samsung A54,Android 14,MEDIUM,AssertionError,1
T0151,2025-10-12,Profile,iPhone 15,iOS 18,LOW,NullPointerException,0
T0868,2025-03-11,Biometrics,Pixel 7,Android 14,MEDIUM,AuthError,1
T0984,2025-11-24,Dashboard,Samsung A34,Android 13,LOW,NullPointerException,0
T0791,2025-04-14,Profile,iPhone 12,iOS 17,LOW,AuthError,0
T0242,2025-03-28,Account,Samsung A34,Android 13,LOW,NetworkError,1
